# Spectre_numero    Detecteur       a_opt         b_opt  
198            PARIS305       1.000000     0.334741     
200            PARIS50        1.000000     0.480632     
200            PARIS70        1.000000     0.534770     
200            PARIS90        1.000000     0.478983     
200            PARIS110       1.000000     0.558137     
200            PARIS130       1.000000     0.699582     
200            PARIS235       1.000000     0.597764     
200            PARIS262       1.000000     0.281205     
200            PARIS278       1.000000     0.394394     
200            PARIS305       1.000000     0.430709     
201            PARIS50        1.000000     0.585092     
201            PARIS70        1.000000     0.779807     
201            PARIS90        1.000000     0.343629     
201            PARIS110       1.000000     0.578857     
201            PARIS130       1.000000     7.451460     
201            PARIS235       1.000000     0.707653     
201            PARIS262       1.000000     -15.467327   
201            PARIS278       1.000000     0.047816     
201            PARIS305       1.000000     0.340040     
202            PARIS50        1.000000     0.567806     
202            PARIS70        1.000000     7.552665     
202            PARIS90        1.000000     0.397503     
202            PARIS110       1.000000     0.604632     
202            PARIS130       1.000000     6.524500     
202            PARIS235       1.000000     0.819192     
202            PARIS262       1.000000     -13.512807   
202            PARIS278       1.000000     0.069751     
202            PARIS305       1.000000     0.479606     
204            PARIS50        1.000000     0.711903     
204            PARIS70        1.000000     8.558787     
204            PARIS90        1.000000     0.516045     
204            PARIS110       1.000000     0.743388     
204            PARIS130       1.000000     7.523229     
204            PARIS235       1.000000     1.731881     
204            PARIS262       1.000000     -12.531406   
204            PARIS278       1.000000     0.140729     
204            PARIS305       1.000000     0.491394     
205            PARIS50        1.000000     0.652870     
205            PARIS70        1.000000     8.487328     
205            PARIS90        1.000000     0.518721     
205            PARIS110       1.000000     0.711618     
205            PARIS130       1.000000     6.506228     
205            PARIS235       1.000000     3.424570     
205            PARIS262       1.000000     -14.490556   
205            PARIS278       1.000000     0.196303     
205            PARIS305       1.000000     0.448439     
206            PARIS50        1.000000     0.695774     
206            PARIS70        1.000000     8.513247     
206            PARIS90        1.000000     0.560906     
206            PARIS110       1.000000     0.741970     
206            PARIS130       1.000000     6.557587     
206            PARIS235       1.000000     1.696060     
206            PARIS262       1.000000     -13.493743   
206            PARIS278       1.000000     0.041416     
206            PARIS305       1.000000     0.425892     
207            PARIS50        1.000000     0.548232     
207            PARIS70        1.000000     0.656326     
207            PARIS90        1.000000     0.520105     
207            PARIS110       1.000000     0.568896     
207            PARIS130       1.000000     0.632790     
207            PARIS235       1.000000     0.608717     
207            PARIS262       1.000000     0.289414     
207            PARIS278       1.000000     0.405332     
207            PARIS305       1.000000     0.512288     
227            PARIS50        1.000000     0.597365     
227            PARIS70        1.000000     8.479038     
227            PARIS90        1.000000     0.469163     
227            PARIS110       1.000000     0.693785     
227            PARIS130       1.000000     6.537506     
227            PARIS235       1.000000     0.756084     
227            PARIS262       1.000000     -13.521510   
227            PARIS278       1.000000     0.208627     
227            PARIS305       1.000000     0.373212     
228            PARIS50        1.000000     0.708362     
228            PARIS70        1.000000     8.486711     
228            PARIS90        1.000000     0.491987     
228            PARIS110       1.000000     0.667547     
228            PARIS130       1.000000     7.379320     
228            PARIS235       1.000000     0.804625     
